security,strike,expiry,option_type,settlement_price,last_price,bid,ask,mid_price,volume,open_interest,implied_vol,delta,gamma,theta,vega
NVDA US 12/19/25 C27 Equity,27.0,2025-12-19,CALL,,161.87,170.85,173.7,172.27499999999998,1.0,1950,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C27.5 Equity,27.5,2025-12-19,CALL,,150.35,171.2,172.5,171.85,5.0,2363,163.9978,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C28 Equity,28.0,2025-12-19,CALL,,153.6,170.7,172.25,171.475,5.0,4872,197.1824,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C8.5 Equity,8.5,2025-12-19,CALL,,179.08,189.2,192.1,190.64999999999998,2.0,167,428.1257,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C9 Equity,9.0,2025-12-19,CALL,,,188.7,191.6,190.14999999999998,0.0,16,372.343,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C9.5 Equity,9.5,2025-12-19,CALL,,173.77,188.4,191.1,189.75,7.0,13,383.242,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C10 Equity,10.0,2025-12-19,CALL,,187.1,187.8,190.95,189.375,1.0,79,317.393,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C10.5 Equity,10.5,2025-12-19,CALL,,,187.25,190.1,188.675,0.0,10,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C11 Equity,11.0,2025-12-19,CALL,,,186.75,189.6,188.175,0.0,14,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C11.5 Equity,11.5,2025-12-19,CALL,,,186.25,189.1,187.675,0.0,1,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C12 Equity,12.0,2025-12-19,CALL,,170.99,185.75,188.6,187.175,20.0,79,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C12.5 Equity,12.5,2025-12-19,CALL,,178.65,185.25,188.1,186.675,1.0,50,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C13 Equity,13.0,2025-12-19,CALL,,,184.75,187.6,186.175,0.0,0,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C18.5 Equity,18.5,2025-12-19,CALL,,163.8,180.15,181.45,180.8,77.0,2503,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C19 Equity,19.0,2025-12-19,CALL,,161.5,178.8,182.0,180.4,2.0,1050,237.6344,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C19.5 Equity,19.5,2025-12-19,CALL,,170.44,178.3,181.5,179.9,110.0,1044,233.9726,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C20 Equity,20.0,2025-12-19,CALL,,178.98,178.6,180.15,179.375,1.0,4725,271.0288,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C20.5 Equity,20.5,2025-12-19,CALL,,169.95,177.3,180.2,178.75,1.0,668,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C21 Equity,21.0,2025-12-19,CALL,,,176.8,179.7,178.25,0.0,840,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C21.5 Equity,21.5,2025-12-19,CALL,,164.85,176.3,179.2,177.75,3.0,1574,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C22 Equity,22.0,2025-12-19,CALL,,160.87,175.85,178.7,177.27499999999998,1.0,1862,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C22.5 Equity,22.5,2025-12-19,CALL,,158.93,175.35,178.2,176.77499999999998,1.0,396,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C23 Equity,23.0,2025-12-19,CALL,,,174.85,177.7,176.27499999999998,0.0,1547,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C13.5 Equity,13.5,2025-12-19,CALL,,165.5,184.25,187.15,185.7,1.0,780,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C14 Equity,14.0,2025-12-19,CALL,,,183.75,186.65,185.2,0.0,251,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C14.5 Equity,14.5,2025-12-19,CALL,,,183.3,186.15,184.72500000000002,0.0,215,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C15 Equity,15.0,2025-12-19,CALL,,175.17,184.0,185.55,184.775,1.0,945,337.1325,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C15.5 Equity,15.5,2025-12-19,CALL,,165.05,182.3,185.15,183.72500000000002,20.0,552,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C16 Equity,16.0,2025-12-19,CALL,,166.65,181.8,184.65,183.22500000000002,2.0,1640,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C16.5 Equity,16.5,2025-12-19,CALL,,165.85,181.3,184.15,182.72500000000002,10.0,191,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C17 Equity,17.0,2025-12-19,CALL,,169.43,180.8,183.15,181.97500000000002,65.0,194,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C17.5 Equity,17.5,2025-12-19,CALL,,175.54,180.3,182.9,181.60000000000002,4.0,310,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C18 Equity,18.0,2025-12-19,CALL,,164.75,179.8,182.55,181.175,5.0,732,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C38.5 Equity,38.5,2025-12-19,CALL,,145.68,159.45,162.3,160.875,1.0,1840,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C39 Equity,39.0,2025-12-19,CALL,,148.87,159.8,161.3,160.55,6.0,7377,166.8078,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C39.5 Equity,39.5,2025-12-19,CALL,,,159.25,160.85,160.05,0.0,5862,164.9388,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C40 Equity,40.0,2025-12-19,CALL,,141.58,158.8,160.3,159.55,2.0,6095,168.0736,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C41 Equity,41.0,2025-12-19,CALL,,140.7,157.8,159.1,158.45,2.0,4486,129.9914,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C41.5 Equity,41.5,2025-12-19,CALL,,148.47,156.45,159.35,157.89999999999998,2.0,1127,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C42 Equity,42.0,2025-12-19,CALL,,151.45,156.75,158.35,157.55,15.0,5094,161.0537,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C42.5 Equity,42.5,2025-12-19,CALL,,141.0,155.45,158.65,157.05,3.0,1398,159.3303,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C43 Equity,43.0,2025-12-19,CALL,,145.81,155.8,157.35,156.575,5.0,7735,161.9641,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C43.5 Equity,43.5,2025-12-19,CALL,,155.5,155.3,156.6,155.95,1.0,3663,,0.997474,0.000128,0.00755,0.005968
NVDA US 12/19/25 C33.5 Equity,33.5,2025-12-19,CALL,,153.15,164.4,167.45,165.925,6.0,1776,159.9827,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C34 Equity,34.0,2025-12-19,CALL,,150.31,163.9,166.75,165.325,5.0,1136,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C34.5 Equity,34.5,2025-12-19,CALL,,147.85,164.2,166.4,165.3,4.0,817,214.1714,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C35 Equity,35.0,2025-12-19,CALL,,158.52,163.8,165.1,164.45,5.0,2436,167.8381,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C35.5 Equity,35.5,2025-12-19,CALL,,148.22,163.25,164.55,163.9,5.0,2218,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C36 Equity,36.0,2025-12-19,CALL,,141.64,161.9,164.75,163.325,1.0,1777,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C36.5 Equity,36.5,2025-12-19,CALL,,150.6,162.25,163.8,163.025,5.0,2791,176.5414,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C37 Equity,37.0,2025-12-19,CALL,,143.45,161.75,163.3,162.525,7.0,2971,169.0246,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C37.5 Equity,37.5,2025-12-19,CALL,,155.1,161.25,162.8,162.025,1.0,2450,167.0103,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C38 Equity,38.0,2025-12-19,CALL,,149.28,160.75,162.3,161.525,7.0,2536,165.0063,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C49 Equity,49.0,2025-12-19,CALL,,144.57,149.0,151.8,150.4,1.0,2031,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C49.5 Equity,49.5,2025-12-19,CALL,,144.09,149.35,150.7,150.02499999999998,1.0,3069,111.1502,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C50 Equity,50.0,2025-12-19,CALL,,143.35,148.9,150.35,149.625,5.0,8064,147.9127,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C50.5 Equity,50.5,2025-12-19,CALL,,133.0,147.5,150.7,149.1,1.0,1380,142.7802,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C51 Equity,51.0,2025-12-19,CALL,,145.0,147.85,149.15,148.5,1.0,5297,101.7749,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C51.5 Equity,51.5,2025-12-19,CALL,,,146.55,149.3,147.925,0.0,1730,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C52 Equity,52.0,2025-12-19,CALL,,126.04,146.85,148.45,147.64999999999998,2.0,5367,142.1895,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C52.5 Equity,52.5,2025-12-19,CALL,,124.17,145.55,148.4,146.97500000000002,6.0,1031,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C53 Equity,53.0,2025-12-19,CALL,,130.87,145.85,147.2,146.52499999999998,15.0,3640,114.9406,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C53.5 Equity,53.5,2025-12-19,CALL,,145.0,145.35,146.7,146.02499999999998,1.0,4891,117.7756,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C28.5 Equity,28.5,2025-12-19,CALL,,159.48,169.35,172.25,170.8,2.0,1547,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C29 Equity,29.0,2025-12-19,CALL,,151.12,168.85,171.75,170.3,9.0,1786,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C29.5 Equity,29.5,2025-12-19,CALL,,,168.35,171.05,169.7,0.0,1398,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C30 Equity,30.0,2025-12-19,CALL,,165.75,168.75,170.25,169.5,8.0,9889,199.3092,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C30.5 Equity,30.5,2025-12-19,CALL,,150.53,168.2,169.5,168.85,45.0,2147,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C31 Equity,31.0,2025-12-19,CALL,,147.09,167.75,169.25,168.5,5.0,3520,188.9598,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C31.5 Equity,31.5,2025-12-19,CALL,,150.2,167.3,168.6,167.95,1.0,594,205.0022,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C32 Equity,32.0,2025-12-19,CALL,,156.05,165.9,168.75,167.325,8.0,890,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C32.5 Equity,32.5,2025-12-19,CALL,,149.75,166.45,168.15,167.3,6.0,2014,224.6503,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C33 Equity,33.0,2025-12-19,CALL,,150.06,164.9,167.8,166.35000000000002,1.0,924,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C44 Equity,44.0,2025-12-19,CALL,,154.66,154.75,156.1,155.425,6.0,4005,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C44.5 Equity,44.5,2025-12-19,CALL,,139.4,153.5,156.4,154.95,4.0,1686,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C45 Equity,45.0,2025-12-19,CALL,,151.0,153.8,155.3,154.55,100.0,5041,144.9146,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C45.5 Equity,45.5,2025-12-19,CALL,,133.0,153.3,154.9,154.10000000000002,10.0,3217,157.7588,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C46 Equity,46.0,2025-12-19,CALL,,,152.8,154.4,153.60000000000002,0.0,2290,156.8016,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C46.5 Equity,46.5,2025-12-19,CALL,,150.0,151.5,153.9,152.7,20.0,1781,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C47 Equity,47.0,2025-12-19,CALL,,140.65,151.85,153.1,152.475,10.0,2807,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C47.5 Equity,47.5,2025-12-19,CALL,,150.0,150.5,153.05,151.775,20.0,1658,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C48 Equity,48.0,2025-12-19,CALL,,134.22,151.05,152.15,151.60000000000002,20.0,7019,150.1419,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C48.5 Equity,48.5,2025-12-19,CALL,,141.55,149.5,151.65,150.575,1.0,1570,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C69 Equity,69.0,2025-12-19,CALL,,117.85,129.15,132.05,130.60000000000002,10.0,1268,73.7159,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C69.5 Equity,69.5,2025-12-19,CALL,,,128.6,131.4,130.0,0.0,2112,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C70 Equity,70.0,2025-12-19,CALL,,124.11,129.05,130.35,129.7,16.0,6051,108.8192,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C70.5 Equity,70.5,2025-12-19,CALL,,119.0,127.7,130.4,129.05,1.0,1070,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C71 Equity,71.0,2025-12-19,CALL,,,127.2,130.05,128.625,0.0,1478,89.58855,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C72 Equity,72.0,2025-12-19,CALL,,115.2,126.2,129.05,127.625,1.0,1245,80.80629,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C73 Equity,73.0,2025-12-19,CALL,,110.33,126.05,127.35,126.69999999999999,2.0,4201,102.3108,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C74 Equity,74.0,2025-12-19,CALL,,102.15,124.2,126.9,125.55000000000001,26.0,1277,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C75 Equity,75.0,2025-12-19,CALL,,119.2,124.1,125.6,124.85,8.0,3039,111.3857,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C76 Equity,76.0,2025-12-19,CALL,,110.15,122.25,124.9,123.575,1.0,1759,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C64 Equity,64.0,2025-12-19,CALL,,,134.95,136.4,135.675,0.0,2917,119.4408,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C64.5 Equity,64.5,2025-12-19,CALL,,130.5,133.65,136.4,135.025,1.0,1136,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C65 Equity,65.0,2025-12-19,CALL,,121.03,134.0,135.25,134.625,5.0,3233,108.4829,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C65.5 Equity,65.5,2025-12-19,CALL,,124.7,132.65,135.3,133.97500000000002,1.0,368,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C66 Equity,66.0,2025-12-19,CALL,,115.62,132.15,135.0,133.575,5.0,1149,83.13912,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C66.5 Equity,66.5,2025-12-19,CALL,,,131.65,134.25,132.95,0.0,450,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C67 Equity,67.0,2025-12-19,CALL,,116.0,131.15,134.05,132.60000000000002,8.0,526,92.94023,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C67.5 Equity,67.5,2025-12-19,CALL,,122.6,130.65,133.55,132.10000000000002,7.0,509,90.31638,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C68 Equity,68.0,2025-12-19,CALL,,122.46,131.0,132.35,131.675,40.0,9724,110.2766,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C68.5 Equity,68.5,2025-12-19,CALL,,113.35,129.65,132.55,131.10000000000002,1.0,412,91.83344,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C77 Equity,77.0,2025-12-19,CALL,,119.0,121.25,123.95,122.6,6.0,1839,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C78 Equity,78.0,2025-12-19,CALL,,119.82,120.25,122.95,121.6,2.0,1524,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C79 Equity,79.0,2025-12-19,CALL,,105.65,119.25,121.95,120.6,60.0,1625,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C80 Equity,80.0,2025-12-19,CALL,,118.36,119.15,120.2,119.67500000000001,2.0,4834,79.30604,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C81 Equity,81.0,2025-12-19,CALL,,101.05,117.3,120.0,118.65,30.0,675,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C82 Equity,82.0,2025-12-19,CALL,,108.55,117.15,118.45,117.80000000000001,1.0,3006,94.02561,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C83 Equity,83.0,2025-12-19,CALL,,107.25,116.15,117.45,116.80000000000001,2.0,2893,94.91682,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C84 Equity,84.0,2025-12-19,CALL,,110.0,115.15,116.45,115.80000000000001,1.0,10432,93.55773,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C85 Equity,85.0,2025-12-19,CALL,,105.0,114.2,115.5,114.85,2.0,14366,95.83404,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C86 Equity,86.0,2025-12-19,CALL,,106.1,113.15,114.55,113.85,10.0,5509,94.17758,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C59 Equity,59.0,2025-12-19,CALL,,121.25,139.95,141.45,140.7,6.0,2167,133.6104,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C59.5 Equity,59.5,2025-12-19,CALL,,126.4,139.45,141.0,140.225,10.0,606,135.3822,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C60 Equity,60.0,2025-12-19,CALL,,137.0,138.95,140.3,139.625,11.0,7107,115.4621,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C60.5 Equity,60.5,2025-12-19,CALL,,,137.6,140.25,138.925,0.0,987,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C61 Equity,61.0,2025-12-19,CALL,,130.5,137.95,139.25,138.6,20.0,2333,112.707,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C61.5 Equity,61.5,2025-12-19,CALL,,122.49,136.6,139.45,138.02499999999998,2.0,1123,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C62 Equity,62.0,2025-12-19,CALL,,118.0,136.1,138.85,137.475,2.0,853,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C62.5 Equity,62.5,2025-12-19,CALL,,,135.6,138.25,136.925,,1241,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C63 Equity,63.0,2025-12-19,CALL,,122.0,135.15,137.8,136.47500000000002,2.0,902,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C63.5 Equity,63.5,2025-12-19,CALL,,113.95,134.6,137.4,136.0,10.0,824,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C54 Equity,54.0,2025-12-19,CALL,,126.0,144.05,146.8,145.425,5.0,2032,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C54.5 Equity,54.5,2025-12-19,CALL,,135.86,143.55,146.25,144.9,1.0,488,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C55 Equity,55.0,2025-12-19,CALL,,138.92,143.95,145.4,144.675,9.0,4597,141.1637,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C55.5 Equity,55.5,2025-12-19,CALL,,127.3,142.55,145.25,143.9,2.0,539,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C56 Equity,56.0,2025-12-19,CALL,,132.82,142.05,144.95,143.5,50.0,765,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C56.5 Equity,56.5,2025-12-19,CALL,,119.9,142.4,143.7,143.05,1.0,2579,116.2406,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C57 Equity,57.0,2025-12-19,CALL,,127.5,141.9,143.2,142.55,1.0,10019,110.1615,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C57.5 Equity,57.5,2025-12-19,CALL,,122.5,141.4,142.75,142.075,1.0,2462,116.5622,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C58 Equity,58.0,2025-12-19,CALL,,124.5,140.1,142.95,141.52499999999998,1.0,1925,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C58.5 Equity,58.5,2025-12-19,CALL,,125.22,140.45,141.75,141.1,2.0,2937,120.0235,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C120 Equity,120.0,2025-12-19,CALL,,79.4,79.65,80.65,80.15,29.0,18795,64.28411,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C121 Equity,121.0,2025-12-19,CALL,,71.75,78.65,80.1,79.375,2.0,3062,69.99492,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C122 Equity,122.0,2025-12-19,CALL,,66.12,77.7,79.05,78.375,2.0,887,69.36967,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C123 Equity,123.0,2025-12-19,CALL,,64.34,75.85,79.05,77.44999999999999,4.0,1168,69.49464,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C124 Equity,124.0,2025-12-19,CALL,,59.6,74.85,77.6,76.225,2.0,1298,62.48536,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C125 Equity,125.0,2025-12-19,CALL,,75.0,74.9,75.85,75.375,37.0,26857,64.87689,0.972019,0.002436,-0.023413,0.048925
NVDA US 12/19/25 C126 Equity,126.0,2025-12-19,CALL,,74.49,73.95,74.9,74.42500000000001,1.0,3619,65.57481,0.956657,0.003126,-0.042206,0.070047
NVDA US 12/19/25 C127 Equity,127.0,2025-12-19,CALL,,61.35,71.9,74.2,73.05000000000001,5.0,1413,52.17755,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C128 Equity,128.0,2025-12-19,CALL,,63.25,70.95,73.85,72.4,1.0,895,62.72093,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C129 Equity,129.0,2025-12-19,CALL,,66.0,69.95,72.7,71.325,2.0,1578,59.90402,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C130 Equity,130.0,2025-12-19,CALL,,70.0,70.0,70.95,70.475,70.0,18462,62.23779,0.968484,0.002864,-0.025069,0.053982
NVDA US 12/19/25 C132 Equity,132.0,2025-12-19,CALL,,60.7,68.15,68.95,68.55000000000001,3.0,2727,61.88043,0.986889,0.001717,-0.005104,0.025761
NVDA US 12/19/25 C134 Equity,134.0,2025-12-19,CALL,,60.46,66.2,67.1,66.65,11.0,3571,61.39365,0.986337,0.001834,-0.005381,0.026701
NVDA US 12/19/25 C135 Equity,135.0,2025-12-19,CALL,,65.15,65.35,66.1,65.725,20.0,15312,61.59027,0.977276,0.002591,-0.013945,0.041204
NVDA US 12/19/25 C136 Equity,136.0,2025-12-19,CALL,,59.25,64.3,65.0,64.65,5.0,5956,59.21498,0.981097,0.002357,-0.009995,0.035263
NVDA US 12/19/25 C138 Equity,138.0,2025-12-19,CALL,,57.3,62.35,63.1,62.725,6.0,7217,57.96471,0.976962,0.002776,-0.013331,0.041684
NVDA US 12/19/25 C140 Equity,140.0,2025-12-19,CALL,,60.81,60.45,61.2,60.825,226.0,16645,57.86408,0.959752,0.003957,-0.028771,0.066174
NVDA US 12/19/25 C142 Equity,142.0,2025-12-19,CALL,,54.77,58.5,59.25,58.875,1.0,3199,56.0984,0.97135,0.003434,-0.017016,0.05004
NVDA US 12/19/25 C144 Equity,144.0,2025-12-19,CALL,,57.1,56.6,57.4,57.0,7.0,2482,56.08332,0.947529,0.004905,-0.037436,0.081884
NVDA US 12/19/25 C145 Equity,145.0,2025-12-19,CALL,,53.75,55.65,56.4,56.025,178.0,13668,55.31383,0.962413,0.004265,-0.023329,0.062578
NVDA US 12/19/25 C110 Equity,110.0,2025-12-19,CALL,,90.23,89.5,90.75,90.125,174.0,22345,75.76791,0.983092,0.001379,-0.014182,0.032056
NVDA US 12/19/25 C111 Equity,111.0,2025-12-19,CALL,,85.0,87.65,90.35,89.0,2.0,564,68.43727,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C112 Equity,112.0,2025-12-19,CALL,,82.61,87.5,88.8,88.15,7.0,4974,74.74197,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C113 Equity,113.0,2025-12-19,CALL,,83.0,85.65,88.35,87.0,1.0,931,65.69251,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C114 Equity,114.0,2025-12-19,CALL,,85.11,84.7,87.6,86.15,3.0,818,71.44599,0.980908,0.001609,-0.015862,0.035348
NVDA US 12/19/25 C115 Equity,115.0,2025-12-19,CALL,,84.13,84.55,86.05,85.3,9.0,7616,74.91344,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C116 Equity,116.0,2025-12-19,CALL,,70.53,83.15,85.4,84.275,2.0,1497,72.24434,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C117 Equity,117.0,2025-12-19,CALL,,80.65,82.55,83.9,83.225,2.0,3337,70.30662,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C118 Equity,118.0,2025-12-19,CALL,,80.0,81.55,83.3,82.425,3.0,1702,74.59202,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C119 Equity,119.0,2025-12-19,CALL,,73.41,80.6,82.0,81.3,5.0,2425,70.32372,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C100 Equity,100.0,2025-12-19,CALL,,100.0,99.45,100.7,100.075,68.0,49124,86.40191,0.984181,0.001127,-0.01529,0.030249
NVDA US 12/19/25 C101 Equity,101.0,2025-12-19,CALL,,97.96,98.45,99.7,99.075,1.0,1452,85.97674,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C102 Equity,102.0,2025-12-19,CALL,,88.15,96.5,99.2,97.85,10.0,1258,69.07688,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C103 Equity,103.0,2025-12-19,CALL,,88.76,95.55,98.75,97.15,1.0,1619,84.20226,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C104 Equity,104.0,2025-12-19,CALL,,90.45,94.55,97.3,95.925,1.0,1096,72.64843,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C105 Equity,105.0,2025-12-19,CALL,,88.31,94.45,95.9,95.17500000000001,3.0,4908,83.4405,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C106 Equity,106.0,2025-12-19,CALL,,94.0,93.65,95.7,94.67500000000001,3.0,1016,95.38368,0.983565,0.001272,-0.014544,0.031254
NVDA US 12/19/25 C107 Equity,107.0,2025-12-19,CALL,,76.96,92.4,94.25,93.325,2.0,935,85.67809,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C108 Equity,108.0,2025-12-19,CALL,,85.0,91.45,92.95,92.2,2.0,4562,80.58021,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C109 Equity,109.0,2025-12-19,CALL,,85.0,89.6,92.15,90.875,2.0,1785,55.66688,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C88 Equity,88.0,2025-12-19,CALL,,101.16,110.35,113.05,111.69999999999999,1.0,1268,,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C90 Equity,90.0,2025-12-19,CALL,,105.07,109.25,110.5,109.875,1.0,17228,89.94898,1.0,0.0,0.0,0.0
NVDA US 12/19/25 C92 Equity,92.0,2025-12-19,CALL,,87.88,106.4,109.1,107.75,5.0,1339,68.81087,1.0,0.0,0.0,0.0
